rera_ids,bhk_type,bhk_count,mean_carpet_area,far,number_of_towers,total_unit_count,cost_of_land_inr,district,latitude,longitude,project_name,project_start_date,project_type,taluk,total_area_of_land_sqm,total_covered_area_sqm,total_open_area_sqm,total_project_cost_inr,area,product_type,avg_price,airport_distance_kms,ksr_jn_distance_kms,yeshwantpur_jn_distance_kms,nearest_metro_dist_kms,nearest_metro_station,nearest_major_road_dist_kms,nearest_major_road,bhk_unit_portion,total_carpet_area
PRM/KA/RERA/1251/309/PR/260924/007084,1.0,1438.0,28.29561196105702,1.852,6.0,2736,1337200000,Bengaluru Urban,13.14207796745474,77.67745129586544,LivingTree by Kalyani Developers,2024-09-15,Residential/Group Housing,Bengaluru North,101171,7915,23680,9089700000,Bagalur,Apartment,8.65,6.92246549928002,21.674880328825783,19.98371185193676,15.729056178980697,Krishnarajapura,7.17700273733549,Bellary Road,0.5255847953216374,40689.09
PRM/KA/RERA/1250/304/PR/131224/007287,1.0,58.0,40.4,3.249,2.0,420,415125000,Bengaluru Rural,13.0529768,77.7601313,Brigade Citrine,2024-12-23,Residential/Group Housing,Hosakote,18464,2505,15959,3642433360,Budigere Cross,Apartment,11.33,17.06251297341417,22.254511702066694,24.6743862658672,6.336261057248545,Whitefield (Kadugodi),6.177449744835867,Old Madras Road,0.1380952380952381,2343.2
PRM/KA/RERA/1251/446/PR/060225/007487,1.0,155.0,42.901548387096774,2.246,13.0,1594,5604400000,Bengaluru Urban,12.885231,77.703123,BIRLA EVARA,2025-05-25,Residential/Group Housing,Bengaluru East,104053,17386,86667,27780592033,Chikkakannalli,Apartment,16.47,34.59255131969822,17.61078810869187,24.262274923959435,10.306830947458003,Kundalahalli,5.342376980920569,Outer Ring Road,0.0972396486825596,6649.74
PRM/KA/RERA/1251/309/PR/060324/006682,1.0,114.0,43.79973684210526,2.492,6.0,595,27100000,Bengaluru Urban,13.20379,77.64307,BELVEDERE BY UKN AIRPORT DISTRICT -PHASE 2,2024-03-01,Residential/Group Housing,Bengaluru North,18543,4227,14316,3329632996,Navarathna Agrahara,Apartment,7.5,6.8848393982334635,26.333526893312957,22.695603152950856,22.33523069040809,Peenya,8.914353548967942,Bellary Road,0.1915966386554622,4993.17
PRM/KA/RERA/1251/309/PR/160224/006634,1.0,800.0,29.38,2.5532500000000002,2.0,1325,413809982,Bengaluru Urban,13.1443035,77.6844405,Dioro & Beryl at Brigade El Dorado,2024-02-05,Mixed Development,Bengaluru North,27578,7790,19788,4681908354,Huvinayakanahalli,Apartment,9.14,6.385506089152968,22.294907812564638,20.730200509721044,15.992117539163935,Krishnarajapura,7.987348845383295,Bellary Road,0.6037735849056604,23504.0
PRM/KA/RERA/1251/309/PR/181223/006491,1.0,56.0,42.94,2.25,5.0,592,912579791,Bengaluru Urban,13.09536,77.54293,Concorde Antares,2024-01-02,Residential/Group Housing,Bengaluru North,26711,4185,22527,3187774831,Vidyaranyapura,Apartment,8.56,21.03401384034689,13.458963719525965,7.437990772772124,6.638896246643174,Dasarahalli,5.777513647812752,Bellary Road,0.0945945945945946,2404.64
PRM/KA/RERA/1251/309/PR/070525/007719,1.0,2.0,58.855000000000004,2.25,1.0,223,245649898,Bengaluru Urban,13.092409,77.556308,CASAGRAND PROMENADE,2025-08-03,Residential/Group Housing,Bengaluru North,15712,4818,10894,1828667439,Yelahanka,Apartment,7.0,20.016683383377387,12.890634194046921,7.451907138570608,7.032116240121547,Peenya,4.2577870330376015,Bellary Road,0.008968609865470852,117.71000000000001
PRM/KA/RERA/1251/310/PR/110823/006152,1.0,1.0,88.25,2.79,2.0,165,1624847000,Bengaluru Urban,12.904130025946106,77.64618515968323,MANIKCHAND SVAMITVA SOULSPRING PHASE 2,2023-07-03,Residential/Group Housing,Bengaluru South,15555,3596,11959,2742880697,HSR Layout,Apartment,22.71,33.14763696101519,11.500427434309708,18.38693468218736,7.402497050471381,Rashtreeya Vidyalaya Road,1.4553459797128954,Hosur Road,0.006060606060606061,88.25
PRM/KA/RERA/1251/309/PR/160124/006550,1.0,15.0,43.01,2.5,2.0,267,380724960,Bengaluru Urban,13.104793310299922,77.60908484458923,Nikoo Homes VI - Phase-2,2024-10-01,Residential/Group Housing,Bengaluru North,13597,1839,11759,2352925977,Kogilu,Apartment,15.7,14.737425658226448,14.782321221182015,11.71247614345161,11.071818655857077,Yeshwantpur,0.7794163633263126,Bellary Road,0.056179775280898875,645.15
PRM/KA/RERA/1250/303/PR/141223/006472,1.0,13.0,43.6876923076923,2.248,2.0,137,47900725,Bengaluru Rural,13.216257310288146,77.70991619654949,MVN AERO ONE T5 & T6,2023-10-01,Residential/Group Housing,Devanahalli,7850,1319,6531,647318280,Devanahalli,Apartment,9.31,2.0683912308024714,30.52236232431091,28.18511575919329,24.18970757645092,Krishnarajapura,14.390239526602015,Bellary Road,0.0948905109489051,567.9399999999999
PRM/KA/RERA/1251/309/PR/271123/006440,1.0,4.0,60.44,3.0,7.0,663,570000000,Bengaluru Urban,13.089890526607,77.63476238586,ORCHID SALISBURY,2024-01-01,Residential/Group Housing,Bengaluru North,24584,5292,19292,5797211920,Thanisandra Main Road,Apartment,10.35,14.24585735793004,14.342278671812217,12.855385902845818,10.957752898738107,Benniganahalli,4.072244788614668,Bellary Road,0.006033182503770739,241.76
PRM/KA/RERA/1251/446/PR/151223/006478,1.0,72.0,40.06,3.0,3.0,428,372628000,Bengaluru Urban,13.080027021580769,77.65398094600219,DNR PARKLINK PHASE 2,2024-09-06,Residential/Group Housing,Bengaluru East,20247,3662,15212,2380132000,Chikkagubbi Village,Apartment,13.5,14.220869798001155,14.596722488649228,14.198196442248067,9.229161664547892,Krishnarajapura,5.485409274444664,Nagawara Flyover,0.16822429906542055,2884.32
PRM/KA/RERA/1251/309/PR/110823/006163,1.0,18.0,38.06,2.5532500000000002,1.0,128,28478374,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 2,2024-05-01,Residential/Group Housing,Bengaluru North,3646,415,3231,781681838,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.140625,685.08
PRM/KA/RERA/1251/309/PR/110823/006164,1.0,34.0,38.75882352941177,2.5532500000000002,2.0,256,59150095,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 3,2025-02-01,Residential/Group Housing,Bengaluru North,14510,1653,12857,1615411588,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.1328125,1317.8000000000002
PRM/KA/RERA/1251/309/PR/110823/006165,1.0,23.0,39.58826086956522,2.5532500000000002,1.0,180,39469691,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 4,2025-09-30,Residential/Group Housing,Bengaluru North,8237,938,7299,1081733833,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.12777777777777777,910.53
PRM/KA/RERA/1251/309/PR/110823/006162,1.0,18.0,37.71,2.5532500000000002,1.0,128,30177515,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 1A,2023-07-01,Residential/Group Housing,Bengaluru North,3033,346,2687,718110212,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.140625,678.78
PRM/KA/RERA/1251/310/PR/300322/004794,1.0,57.0,38.25789473684211,2.24,2.0,277,400176133,Bengaluru Urban,12.868878,77.543117,MAHINDRA EDEN PHASE-1,2022-04-01,Residential/Group Housing,Bengaluru South,12621,1471,11150,2089057723,Kanakapura,Apartment,33.33,40.475469055677124,12.287663015299433,17.708769022058323,0.5839889433940643,Thalaghattapura,0.5776175136577822,Kanakapura Road,0.20577617328519857,2180.7000000000003
PRM/KA/RERA/1251/310/PR/190722/005086,1.0,50.0,38.45,1.859,18.0,372,464954683,Bengaluru Urban,12.885911067509882,77.4539038523614,Brigade Horizon,2022-06-24,Residential/Group Housing,Bengaluru South,20234,6756,13478,1844954683,Kumbalgodu,Apartment,8.17,44.0544999368496,16.137384376956,18.02957730913722,3.461088014445636,Kengeri,1.600178158828442,Bengaluru-Mysuru Expressway,0.13440860215053763,1922.5000000000002
PRM/KA/RERA/1251/309/PR/160524/006878,1.0,948.0,29.989999999999995,2.5532500000000002,1.0,948,203983139,Bengaluru Urban,13.1443035,77.6844405,Cobalt at Brigade El Dorado,2024-05-24,Residential/Group Housing,Bengaluru North,13594,4081,9514,2150803328,Gummanahalli,Apartment,12.89,6.385506089152968,22.294907812564638,20.730200509721044,15.992117539163935,Krishnarajapura,7.987348845383295,Bellary Road,1.0,28430.519999999997
PRM/KA/RERA/1251/472/PR/030325/007539,1.0,32.0,22.13,2.24,3.0,375,156000000,Bengaluru Urban,13.10514462610151,77.61511862337134,VAJRAM VIVERA,2025-02-07,Residential/Group Housing,Yelahanka,25393,3386,22007,3033143654,Thanisandra,Apartment,12.53,14.248874851981592,15.018485224876843,12.203447371295987,11.494378372586127,Yeshwantpur,1.3318109785797116,Bellary Road,0.08533333333333333,708.16
PRM/KA/RERA/1251/446/PR/141223/006468,1.0,20.0,17.37,2.25,1.0,200,496767298,Bengaluru Urban,12.965616603638008,77.74392103646241,FOLIUM BY SUMADHURA PHASE-III,2023-10-01,Residential/Group Housing,Bengaluru East,11179,1653,9526,2431338993,Whitefield,Apartment,21.03,26.019653958360816,18.87727220983277,23.818847613457706,2.241562882006672,Kadugodi Tree Park,4.626787689439371,Outer Ring Road,0.1,347.40000000000003
PRM/KA/RERA/1251/446/PR/250423/005893,1.0,40.0,17.465,2.25,2.0,400,1090834743,Bengaluru Urban,12.96559684110505,77.74365213112385,FOLIUM BY SUMADHURA PHASE-II,2023-03-01,Residential/Group Housing,Bengaluru East,24896,2950,21946,4083392066,Whitefield,Apartment,14.5,26.017256816574836,18.848301521240487,23.79159930743329,2.2482704450998066,Kadugodi Tree Park,4.596976413245341,Outer Ring Road,0.1,698.6
PRM/KA/RERA/1251/310/PR/250325/007625,1.0,1.0,65.59,3.25,2.0,297,1675384800,Bengaluru Urban,12.929046456837654,77.50592851058961,SUMADHURA PRAMODA,2025-03-17,Residential/Group Housing,Bengaluru South,13962,2481,11481,4355911150,RR Nagar,Apartment,10.0,36.83673182685105,8.750902527371252,11.43764168367227,0.9786121000757956,Pattanagere,0.0900579810548313,Bangalore-Mysore Road,0.003367003367003367,65.59
PRM/KA/RERA/1251/309/PR/131023/006321,1.0,3.0,35.696666666666665,2.62,3.0,437,748471320,Bengaluru Urban,13.0496,77.62581,Mirabelle,2023-11-01,Residential/Group Housing,Bengaluru North,7736,2003,5733,3927561678,Thanisandra,Apartment,20.6,18.583574043208927,10.065002419083042,10.223324319495807,7.118280809845861,Baiyappanahalli,0.9779093680810773,Nagawara Flyover,0.006864988558352402,107.09
PRM/KA/RERA/1251/308/PR/040924/006986,1.0,84.0,39.236666666666665,2.476,3.0,1016,3984218360,Bengaluru Urban,12.8050228,77.69968440000001,Brillio and Commercial at Brigade Valencia,2024-09-02,Mixed Development,Anekal,61785,9420,52365,11654639456,KSRTC Colony,Apartment,14.17,43.47012688777568,23.620014297184216,30.587902899561794,17.2977246801829,Yelachenahalli,7.4600258698833555,Hosur Road,0.08267716535433071,3295.8799999999997
PRM/KA/RERA/1251/309/PR/310125/007461,1.0,8.0,56.34,2.25,4.0,330,150040155,Bengaluru Urban,13.1098596,77.5595341,AJMERA MARINA,2025-01-16,Residential/Group Housing,Bengaluru North,14029,9948,4081,1974321449,Yelahanka New Town,Apartment,12.45,18.656379218858685,14.777769540711077,9.396134753941078,8.9092557507963,Jalahalli,4.532587839125498,Bellary Road,0.024242424242424242,450.72
PRM/KA/RERA/1251/308/PR/170225/007512,1.0,49.0,40.12285714285714,2.49,2.0,437,2180818680,Bengaluru Urban,12.817281,77.6639568,Prestige Suncrest,2025-04-01,Residential/Group Housing,Anekal,23738,9237,14501,5585713998,Jigani,Apartment,9.58,42.357892258269274,20.35588309810898,27.311936759698266,13.404677777974673,Yelachenahalli,4.755493332692483,Hosur Road,0.11212814645308924,1966.02
PRM/KA/RERA/1251/472/PR/100325/007564,1.0,4.0,59.92,3.25,3.0,634,2518393371,Bengaluru Urban,13.072395241469358,77.59049368982697,Elara Celestia,2025-02-15,Residential/Group Housing,Yelahanka,40752,10444,30308,15767605188,Sahakara Nagar,Apartment,18.76,18.720319608459313,10.811070554152687,7.804727337572217,6.996365856961858,Yeshwantpur,0.23775953891107726,Bellary Road,0.006309148264984227,239.68
PRM/KA/RERA/1251/309/PR/171123/006418,1.0,72.0,41.71805555555555,2.99,3.0,876,498873000,Bengaluru Urban,13.0793339,77.64210179999999,Nikoo Homes V - Phase - 1,2023-11-15,Residential/Group Housing,Bengaluru North,16630,6998,9362,7233199844,Kannuru,Apartment,11.285588235294117,14.849597085211808,13.768984829073283,12.994268361893722,9.597176473789785,Krishnarajapura,4.72157130813371,Nagawara Flyover,0.0821917808219178,3003.7
PRM/KA/RERA/1251/309/PR/271123/006444,1.0,2.0,48.68,2.99,2.0,568,367349407,Bengaluru Urban,13.0793339,77.64210179999999,Nikoo Homes V - Phase - 2,2024-10-01,Residential/Group Housing,Bengaluru North,12246,3507,8739,5322978918,Kannuru,Apartment,11.285588235294117,14.849597085211808,13.768984829073283,12.994268361893722,9.597176473789785,Krishnarajapura,4.72157130813371,Nagawara Flyover,0.0035211267605633804,97.36
PRM/KA/RERA/1251/309/PR/180823/006187,1.0,28.0,37.885,2.5532500000000002,2.0,264,61833101,Bengaluru Urban,13.1558002,77.6816778,Provident Ecopolitan Phase 1,2023-08-01,Residential/Group Housing,Bengaluru North,11044,1258,9786,1691469383,Bagalur,Apartment,11.95,5.368229075490594,23.205870848123983,21.311834938383363,17.252628125355287,Krishnarajapura,8.069029872695076,Bellary Road,0.10606060606060606,1060.78
PRM/KA/RERA/1251/308/PR/160724/006942,1.5,3.0,70.83,2.249,3.0,240,331850460,Bengaluru Urban,12.861016,77.768725,SERENE HEIGHTS 1,2024-06-01,Residential/Group Housing,Anekal,17932,5586,12346,1592163820,Sarjapur,Apartment,8.25,37.87985830606534,25.049226540135454,31.509364614399786,13.647642346280016,Nallurahalli,11.905425820897092,Outer Ring Road Underpass,0.0125,212.49
PRM/KA/RERA/1251/309/PR/220124/006568,1.5,78.0,42.276666666666664,2.24,9.0,580,868032000,Bengaluru Urban,13.06681217,77.62302505,SNN ESTATES FELICITY,2022-06-01,Residential/Group Housing,Bengaluru North,26304,5128,21176,3950332000,Jakkur,Apartment,20.125,17.08357816275765,11.493279866227903,10.536433434078287,8.9954273124782,Baiyappanahalli,2.8396582906292975,Nagawara Flyover,0.13448275862068965,3297.58
PRM/KA/RERA/1251/309/PR/131023/006321,1.5,3.0,63.66,2.62,3.0,437,748471320,Bengaluru Urban,13.0496,77.62581,Mirabelle,2023-11-01,Residential/Group Housing,Bengaluru North,7736,2003,5733,3927561678,Thanisandra,Apartment,20.6,18.583574043208927,10.065002419083042,10.223324319495807,7.118280809845861,Baiyappanahalli,0.9779093680810773,Nagawara Flyover,0.006864988558352402,190.98
PRM/KA/RERA/1251/446/PR/191022/005340,2.0,61.0,86.20524590163936,2.0,1.0,126,186483575,Bengaluru Urban,12.921337,77.73400459999999,MATHAPATHI GRAND FIELD,2022-03-07,Residential/Group Housing,Bengaluru East,5967,2729,3238,827988575,Gunjur,Apartment,8.5,30.74363347565737,18.789358486985407,24.73763511355918,6.197776154671447,Nallurahalli,4.717755293535501,Outer Ring Road,0.48412698412698413,5258.52
PRM/KA/RERA/1251/446/PR/150224/006619,2.0,52.0,73.15846153846154,2.25,1.0,84,157075683,Bengaluru Urban,13.0377179,77.7046523,LVS Paradise,2023-12-15,Residential/Group Housing,Bengaluru East,3793,2081,1712,419768213,Hallehalli,Apartment,6.25,17.722085450180227,16.06212827555927,18.53757358714947,4.735449931227615,Singayyanapalya,1.9752409435607348,Old Madras Road,0.6190476190476191,3804.24
PRM/KA/RERA/1251/446/PR/300924/007102,2.0,28.0,69.22785714285715,2.2,1.0,60,47460540,Bengaluru Urban,13.060718619363996,77.63902350184863,ELITE HOMES,2023-07-25,Residential/Group Housing,Bengaluru East,2655,1443,1212,392585789,R.K. Hegde Nagar,Apartment,8.02,16.838684810720025,11.915245835570595,11.929444383072388,7.787598279180624,Benniganahalli,2.7743405802190244,Nagawara Flyover,0.4666666666666667,1938.38
PRM/KA/RERA/1251/446/PR/181223/006492,2.0,72.0,69.77000000000001,2.39027375,2.0,162,129620000,Bengaluru Urban,13.060777,77.75763,Aratt Avant Twilight,2023-10-01,Residential/Group Housing,Bengaluru East,9459,1421,8037,867750000,Budigere Cross,Apartment,8.63,16.158873080240067,22.34854800795087,24.514308228981843,7.194863964926639,Whitefield (Kadugodi),6.481238181936037,Old Madras Road,0.4444444444444444,5023.4400000000005
PRM/KA/RERA/1251/446/PR/301223/006522,2.0,42.0,72.89190476190477,2.0,1.0,93,64700000,Bengaluru Urban,13.060777,77.75763,Aratt Avant Twilight - Phase I,2024-02-01,Residential/Group Housing,Bengaluru East,5261,2038,3223,525100000,Budigere Cross,Apartment,8.63,16.158873080240067,22.34854800795087,24.514308228981843,7.194863964926639,Whitefield (Kadugodi),6.481238181936037,Old Madras Road,0.45161290322580644,3061.4600000000005
PRM/KA/RERA/1251/446/PR/120922/005235,2.0,402.0,65.50985074626865,3.273,6.0,1006,534325290,Bengaluru Urban,13.017146,77.762329,PAVANI MIRABILIA PHASE I,2022-05-19,Residential/Group Housing,Bengaluru East,54278,11485,42793,4714904290,Whitefield,Apartment,10.76,20.899675485225607,21.307597014191835,24.800901111018394,2.4150529960048237,Whitefield (Kadugodi),5.434047143874527,Old Madras Road,0.3996023856858847,26334.96
PRM/KA/RERA/1251/446/PR/161224/007303,2.0,14.0,77.68321653928571,2.249,4.0,180,60000000,Bengaluru Urban,12.893609062208936,77.69238880000862,Mana Cresta,2025-01-01,Residential/Group Housing,Bengaluru East,9940,3683,6257,1350000000,"Chikkanayakanahalli, Choodasandra",Apartment,9.35,33.697771781220496,16.124952037906255,22.774900631484584,9.625413494460807,Kundalahalli,3.989186038932768,Outer Ring Road,0.07777777777777778,1087.56503155
PRM/KA/RERA/1251/308/PR/020922/005199,2.0,79.0,743.4177215189874,1.75,2.0,244,26900000,Bengaluru Urban,12.884996364572425,77.68015714956795,GRC SHREEKRISH,2022-02-20,Residential/Group Housing,Anekal,14467,5238,9229,970900000,Sarjapur Road,Apartment,10.76,34.732738069817515,15.653668849689842,22.455255978275314,10.940684884116862,Kundalahalli,3.3826072178686695,Hosur Road,0.3237704918032787,58730.0
PRM/KA/RERA/1251/309/PR/270924/007088,2.0,216.0,71.01356481481481,2.5,6.0,424,637896235,Bengaluru Urban,13.09758,77.6336,Concorde Neo,2024-10-01,Residential/Group Housing,Bengaluru North,17559,3285,14273,3411389202,Thanisandra Main Road,Apartment,13.25,13.612739990646533,15.032674342967091,13.219646305200266,11.802914429749706,Benniganahalli,3.5159287695470343,Bellary Road,0.5094339622641509,15338.93
PRM/KA/RERA/1251/446/PR/300124/006599,2.0,93.0,72.38,1.74,2.0,141,128217200,Bengaluru Urban,13.0169197,77.7180235,SREE ADITHYA LOTUS PARK,2024-01-01,Residential/Group Housing,Bengaluru East,8093,4044,4049,448956800,K R Puram,Apartment,7.25,20.062422694686315,16.632179566192367,20.004417325365527,3.0271471657558653,Garudacharpalya,0.7752054115680319,Old Madras Road,0.6595744680851063,6731.339999999999
PRM/KA/RERA/1251/446/PR/190424/006813,2.0,301.0,67.22262458471761,2.25,2.0,825,385000000,Bengaluru Urban,12.880757277999384,77.71537779886503,TRIFECTA VANTO PHASE-1,2024-03-01,Residential/Group Housing,Bengaluru East,36678,3359,33319,4646247743,Sarjapur Road,Apartment,10.665,35.099574329058946,18.98705723803977,25.596668527059606,10.657629286443807,Nallurahalli,6.416201686812296,Outer Ring Road,0.36484848484848487,20234.01
PRM/KA/RERA/1251/308/PR/280325/007636,2.0,2.0,89.74,1.124,1.0,182,954160907,Bengaluru Urban,12.8741,77.71585,Assetz Trees & Tandem -Tower B,2025-03-01,Residential/Group Housing,Anekal,23523,1525,21998,2800404591,Sarjapur Road,Apartment,8.901250000000001,35.8372257062742,19.450136631389505,26.112633885129487,11.386359683605964,Nallurahalli,6.2787239075254835,Hosur Road,0.01098901098901099,179.48
PRM/KA/RERA/1251/310/PR/311222/005573,2.0,101.0,82.46110891089108,1.97,4.0,448,841734400,Bengaluru Urban,12.857235568045002,77.60635371459419,NANDI MERAKI,2022-08-18,Residential/Group Housing,Bengaluru South,32374,12692,17406,4514073251,Begur Road,Apartment,11.0,39.216302966128104,13.783303572710933,20.529644482827724,5.822829952769741,Yelachenahalli,1.6745127016586658,NICE Peripheral Ring Road,0.22544642857142858,8328.572
PRM/KA/RERA/1251/308/PR/160724/006942,2.0,3.0,93.96,2.249,3.0,240,331850460,Bengaluru Urban,12.861016,77.768725,SERENE HEIGHTS 1,2024-06-01,Residential/Group Housing,Anekal,17932,5586,12346,1592163820,Sarjapur,Apartment,8.25,37.87985830606534,25.049226540135454,31.509364614399786,13.647642346280016,Nallurahalli,11.905425820897092,Outer Ring Road Underpass,0.0125,281.88
PRM/KA/RERA/1250/303/PR/080525/007730,2.0,89.0,80.8138202247191,2.499,16.0,1077,972000000,Bengaluru Rural,13.206808726361915,77.65977815803362,Sattva Vasanta Skye,2025-05-01,Residential/Group Housing,Devanahalli,64041,12814,51227,8070400000,Devanahalli,Apartment,11.06,5.138202722686919,27.24383674495507,23.96402767828861,22.97241080516701,Krishnarajapura,10.02470524511096,Bellary Road,0.08263695450324977,7192.429999999999
PRM/KA/RERA/1251/308/PR/170125/007394,2.0,33.0,81.84484848484848,2.0,2.0,135,420000000,Bengaluru Urban,12.86337948,77.76043251,GREEN STOREYS,2018-10-01,Residential/Group Housing,Anekal,9864,1767,8097,1414800000,Sarjapur Road,Apartment,7.17,37.471179480065416,24.14311728269247,30.62965596293978,13.110465440074261,Nallurahalli,11.03619688747705,Hosur Road,0.24444444444444444,2700.88
PRM/KA/RERA/1251/446/PR/201222/005546,2.0,14.0,80.24101502428572,0.5165,1.0,399,791365262,Bengaluru Urban,12.88613,77.7038,63 Degree East - Tower E,2023-01-01,Residential/Group Housing,Bengaluru East,21681,4884,16797,3692601303,Sarjapur Road,Apartment,11.118456790123457,34.49244487621133,17.614178562399534,24.2530586612631,10.19878776236517,Kundalahalli,5.285258489280864,Outer Ring Road,0.03508771929824561,1123.37421034
PRM/KA/RERA/1250/303/PR/101224/007284,2.0,324.0,61.24111111111111,0.67,3.0,1044,740000000,Bengaluru Rural,13.206154,77.614342,EMBASSY VERDE,2025-01-01,Residential/Group Housing,Devanahalli,38570,5809,32761,5403900000,Navarathna Agrahara,Apartment,8.69,10.00964982701876,25.830191439761865,21.478133944815724,21.078277312674427,Peenya,8.579070011514375,Bellary Road,0.3103448275862069,19842.12
PRM/KA/RERA/1251/446/PR/191024/007155,2.0,32.0,67.69250000000001,1.694,2.0,56,127474200,Bengaluru Urban,13.05519,77.73537,SAKURA BLOSSOM,2024-10-15,Residential/Group Housing,Bengaluru East,4249,1837,2412,498724132,Budigere Cross,Apartment,7.6,16.099802114810732,19.90079717924679,22.037628608532472,7.017937952745578,Whitefield (Kadugodi),4.36866336115497,Old Madras Road,0.5714285714285714,2166.1600000000003
PRM/KA/RERA/1251/308/PR/140222/004708,2.0,528.0,46.077,2.0950285714285717,9.0,1055,261377545,Bengaluru Urban,12.7712553,77.754938,SHRIRAM 107SOUTHEAST - PHASE 3,2022-01-20,Residential/Group Housing,Anekal,23181,5054,18128,3398162535,Attibele,Apartment,6.49,47.49390497287726,30.3016856292682,37.23049766253116,22.95463385098886,Nallurahalli,14.341137737992684,Hosur Road,0.500473933649289,24328.656
PRM/KA/RERA/1251/310/PR/090523/005912,2.0,90.0,47.88388888888889,2.25,2.0,219,113425082,Bengaluru Urban,12.860671224573238,77.58731374608432,South Park phase 2,2021-07-01,Residential/Group Housing,Bengaluru South,8310,2094,6217,855425082,Gottigere,Apartment,10.6,39.477320837807994,12.9683457569517,19.468389213936156,4.11773509012897,Konanakunte Cross,1.1697937020812952,NICE Peripheral Ring Road,0.410958904109589,4309.55
PRM/KA/RERA/1251/310/PR/090523/005916,2.0,102.0,52.35294117647059,2.25,2.0,191,88748352,Bengaluru Urban,12.860579644672862,77.5876924221476,South Park Phase 1,2021-07-01,Residential/Group Housing,Bengaluru South,7953,1618,6335,802700076,Gottigere,Apartment,10.6,39.47348951692978,12.984283919648338,19.490306718569567,4.152212986939176,Konanakunte Cross,1.1409779038182861,NICE Peripheral Ring Road,0.5340314136125655,5340.0
